Year,Type,Product group,Producer,Code,Volume,Cost per unit,Price per unit,Revenues,Total Cost,Profit Percent,Summary Profits
2018,Hypermarkets,Sauces,Bella's,|35/01/73|,156,2.5,3.0,$466.96,$385.84,17,Acceptable Profit
2018,Hypermarkets,Sauces,Bella's,|35/01/74|,180,2.8,2.9,$528.00,$501.60,5,Acceptable Profit
2018,Hypermarkets,Sauces,Bella's,|35/01/75|,132,2.4,2.9,$382.80,$311.52,19,Acceptable Profit
2018,Hypermarkets,Sauces,Bella's,|35/01/76|,144,2.8,2.9,$423.36,$396.48,6,Acceptable Profit
2018,Hypermarkets,Sauces,Bella's,|35/01/80|,156,2.6,2.9,$456.56,$411.84,10,Acceptable Profit
2018,Hypermarkets,Sauces,Bella's,|35/01/81|,180,2.5,3.0,$534.00,$453.60,15,Acceptable Profit
2018,Hypermarkets,Sauces,Bella's,|35/01/82|,144,2.7,3.0,$429.12,$392.64,9,Acceptable Profit
2018,Hypermarkets,Sauces,Bella's,|35/01/83|,156,2.4,2.9,$451.36,$377.52,16,Acceptable Profit
2018,Hypermarkets,Sauces,Bella's,|35/01/84|,144,2.4,2.9,$418.56,$338.88,19,Acceptable Profit
2018,Hypermarkets,Sauces,Bella's,|35/01/85|,132,2.5,2.9,$388.96,$328.24,16,Acceptable Profit
2018,Hypermarkets,Sauces,Bella's,|35/01/86|,180,2.5,2.9,$520.80,$447.60,14,Acceptable Profit
2018,Hypermarkets,Sauces,Bella's,|35/01/87|,120,2.6,2.9,$350.40,$315.20,10,Acceptable Profit
2018,Hypermarkets,Sauces,Bella's,|35/01/88|,180,2.7,2.9,$519.60,$478.80,8,Acceptable Profit
2018,Hypermarkets,Sauces,Bella's,|35/01/89|,168,2.6,3.0,$497.28,$433.44,13,Acceptable Profit
2018,Hypermarkets,Sauces,Bella's,|35/01/90|,132,2.5,2.9,$383.68,$335.28,13,Acceptable Profit
2018,Hypermarkets,Sauces,Bella's,|35/01/90a|,156,2.4,2.9,$453.44,$378.56,17,Acceptable Profit
2018,Hypermarkets,Sauces,Bella's,|35/01/91|,144,2.7,2.9,$421.44,$389.76,8,Acceptable Profit
2018,Hypermarkets,Sauces,Bella's,|35/01/91a|,156,2.4,2.9,$452.40,$380.64,16,Acceptable Profit
2018,Hypermarkets,Sauces,Bella's,|35/01/92|,168,2.5,3.0,$502.88,$413.28,18,Acceptable Profit
2018,Hypermarkets,Sauces,Bella's,|35/01/92a|,144,2.3,3.0,$428.16,$330.24,23,Good Profit
2018,Hypermarkets,Sauces,Bella's,|35/01/93|,132,2.7,3.0,$389.84,$356.40,9,Acceptable Profit
2018,Hypermarkets,Sauces,Bella's,|35/01/93a|,168,2.4,2.9,$482.72,$395.36,18,Acceptable Profit
2018,Hypermarkets,Sauces,Bella's,|35/01/94|,144,2.7,2.9,$421.44,$389.76,8,Acceptable Profit
2018,Supermarkets,Meat,Mindi,|106/02/07|,552,6.5,8.0,"$4,393.92","$3,562.24",19,Acceptable Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/01|,1356,0.65,0.95,"$1,288.20",$881.40,32,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/02|,1572,0.75,0.96,"$1,509.12","$1,179.00",22,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/03|,1416,0.81,0.93,"$1,316.88","$1,146.96",13,Acceptable Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/04|,1308,0.79,1.01,"$1,321.08","$1,033.32",22,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/05|,1200,0.73,0.97,"$1,164.00",$876.00,25,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/06|,1656,0.89,1.11,"$1,838.16","$1,473.84",20,Acceptable Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/07|,1428,0.82,1.01,"$1,442.28","$1,170.96",19,Acceptable Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/08|,1500,0.6,0.97,"$1,455.00",$900.00,38,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/09|,1272,0.88,1.03,"$1,310.16","$1,119.36",15,Acceptable Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/10|,1392,0.72,0.91,"$1,266.72","$1,002.24",21,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/100|,1464,0.67,0.97,"$1,420.08",$980.88,31,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/102|,1308,0.88,1.2,"$1,569.60","$1,151.04",27,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/103|,1320,0.6,1.17,"$1,544.40",$792.00,49,Excellent Profits
2018,Supermarkets,Vegetables,Mindi,|79/01/104|,1392,0.77,0.93,"$1,294.56","$1,071.84",17,Acceptable Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/105|,1560,0.81,0.94,"$1,466.40","$1,263.60",14,Acceptable Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/106|,1560,0.69,0.94,"$1,466.40","$1,076.40",27,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/107|,1464,0.79,1.09,"$1,595.76","$1,156.56",28,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/108|,1488,0.83,1.06,"$1,577.28","$1,235.04",22,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/109|,1392,0.79,1.13,"$1,572.96","$1,099.68",30,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/11|,1632,0.83,1.11,"$1,811.52","$1,354.56",25,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/110|,1404,0.67,1.12,"$1,572.48",$940.68,40,Excellent Profits
2018,Supermarkets,Vegetables,Mindi,|79/01/111|,1440,0.84,1.07,"$1,540.80","$1,209.60",21,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/112|,1236,0.72,1.17,"$1,446.12",$889.92,38,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/113|,1428,0.85,1.12,"$1,599.36","$1,213.80",24,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/114|,1224,0.87,1.16,"$1,419.84","$1,064.88",25,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/115|,1224,0.8,0.93,"$1,138.32",$979.20,14,Acceptable Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/116|,1320,0.82,0.96,"$1,267.20","$1,082.40",15,Acceptable Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/117|,1224,0.76,0.92,"$1,126.08",$930.24,17,Acceptable Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/118|,1596,0.69,1.17,"$1,867.32","$1,101.24",41,Excellent Profits
2018,Supermarkets,Vegetables,Mindi,|79/01/119|,1548,0.85,1.14,"$1,764.72","$1,315.80",25,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/12|,1416,0.82,1.18,"$1,670.88","$1,161.12",31,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/120|,1416,0.7,0.92,"$1,302.72",$991.20,24,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/13|,1608,0.62,0.98,"$1,575.84",$996.96,37,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/14|,1212,0.81,1,"$1,212.00",$981.72,19,Acceptable Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/15|,1452,0.8,0.93,"$1,350.36","$1,161.60",14,Acceptable Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/16|,1572,0.77,1.04,"$1,634.88","$1,210.44",26,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/17|,1200,0.84,1.11,"$1,332.00","$1,008.00",24,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/18|,1428,0.75,1.18,"$1,685.04","$1,071.00",36,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/19|,1224,0.86,1.17,"$1,432.08","$1,052.64",26,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/20|,1236,0.67,1,"$1,236.00",$828.12,33,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/21|,1500,0.61,0.95,"$1,425.00",$915.00,36,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/22|,1512,0.68,0.95,"$1,436.40","$1,028.16",28,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/23|,1368,0.86,1.18,"$1,614.24","$1,176.48",27,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/24|,1452,0.65,1.19,"$1,727.88",$943.80,45,Excellent Profits
2018,Supermarkets,Vegetables,Mindi,|79/01/25|,1488,0.83,1.13,"$1,681.44","$1,235.04",27,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/26|,1272,0.67,1.03,"$1,310.16",$852.24,35,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/27|,1428,0.67,0.94,"$1,342.32",$956.76,29,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/28|,1620,0.73,1,"$1,620.00","$1,182.60",27,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/29|,1200,0.62,1.04,"$1,248.00",$744.00,40,Excellent Profits
2018,Supermarkets,Vegetables,Mindi,|79/01/30|,1344,0.62,1.04,"$1,397.76",$833.28,40,Excellent Profits
2018,Supermarkets,Vegetables,Mindi,|79/01/31|,1260,0.77,1.09,"$1,373.40",$970.20,29,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/32|,1644,0.76,1.07,"$1,759.08","$1,249.44",29,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/33|,1464,0.72,0.99,"$1,449.36","$1,054.08",27,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/34|,1632,0.78,1,"$1,632.00","$1,272.96",22,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/35|,1512,0.62,1.14,"$1,723.68",$937.44,46,Excellent Profits
2018,Supermarkets,Vegetables,Mindi,|79/01/36|,1404,0.85,1.2,"$1,684.80","$1,193.40",29,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/37|,1404,0.78,1.05,"$1,474.20","$1,095.12",26,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/38|,1572,0.71,1.13,"$1,776.36","$1,116.12",37,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/39|,1416,0.72,0.92,"$1,302.72","$1,019.52",22,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/40|,1572,0.71,0.93,"$1,461.96","$1,116.12",24,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/41|,1236,0.75,0.91,"$1,124.76",$927.00,18,Acceptable Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/42|,1668,0.82,0.92,"$1,534.56","$1,367.76",11,Acceptable Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/43|,1572,0.65,1.05,"$1,650.60","$1,021.80",38,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/44|,1464,0.71,1.05,"$1,537.20","$1,039.44",32,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/45|,1428,0.61,1.06,"$1,513.68",$871.08,42,Excellent Profits
2018,Supermarkets,Vegetables,Mindi,|79/01/46|,1596,0.73,0.99,"$1,580.04","$1,165.08",26,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/47|,1632,0.6,0.92,"$1,501.44",$979.20,35,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/50|,1632,0.81,1.1,"$1,795.20","$1,321.92",26,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/51|,1344,0.7,1.2,"$1,612.80",$940.80,42,Excellent Profits
2018,Supermarkets,Vegetables,Mindi,|79/01/52|,1272,0.85,1.2,"$1,526.40","$1,081.20",29,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/53|,1476,0.84,0.99,"$1,461.24","$1,239.84",15,Acceptable Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/54|,1296,0.75,0.96,"$1,244.16",$972.00,22,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/55|,1404,0.77,0.96,"$1,347.84","$1,081.08",20,Acceptable Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/56|,1392,0.83,1.16,"$1,614.72","$1,155.36",28,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/57|,1548,0.76,1.02,"$1,578.96","$1,176.48",25,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/58|,1644,0.69,0.96,"$1,578.24","$1,134.36",28,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/59|,1236,0.86,1.13,"$1,396.68","$1,062.96",24,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/60|,1212,0.81,1.12,"$1,357.44",$981.72,28,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/61|,1632,0.86,1.18,"$1,925.76","$1,403.52",27,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/62|,1464,0.61,1.18,"$1,727.52",$893.04,48,Excellent Profits
2018,Supermarkets,Vegetables,Mindi,|79/01/63|,1512,0.89,1.14,"$1,723.68","$1,345.68",22,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/64|,1272,0.63,0.99,"$1,259.28",$801.36,36,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/65|,1536,0.73,0.98,"$1,505.28","$1,121.28",26,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/66|,1632,0.73,1.1,"$1,795.20","$1,191.36",34,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/67|,1488,0.9,1.13,"$1,681.44","$1,339.20",20,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/68|,1632,0.9,0.99,"$1,615.68","$1,468.80",9,Acceptable Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/69|,1548,0.61,1.01,"$1,563.48",$944.28,40,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/70|,1248,0.69,0.95,"$1,185.60",$861.12,27,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/71|,1572,0.66,1.17,"$1,839.24","$1,037.52",44,Excellent Profits
2018,Supermarkets,Vegetables,Mindi,|79/01/72|,1668,0.79,1.13,"$1,884.84","$1,317.72",30,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/73|,1356,0.77,1.15,"$1,559.40","$1,044.12",33,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/74|,1668,0.75,1.19,"$1,984.92","$1,251.00",37,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/75|,1524,0.89,0.94,"$1,432.56","$1,356.36",5,Acceptable Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/76|,1620,0.68,0.97,"$1,571.40","$1,101.60",30,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/77|,1500,0.83,1.1,"$1,650.00","$1,245.00",25,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/78|,1248,0.66,1.07,"$1,335.36",$823.68,38,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/80|,1320,0.81,1.15,"$1,518.00","$1,069.20",30,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/81|,1404,0.62,1.19,"$1,670.76",$870.48,48,Excellent Profits
2018,Supermarkets,Vegetables,Mindi,|79/01/82|,1416,0.9,1.1,"$1,557.60","$1,274.40",18,Acceptable Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/83|,1320,0.61,1.07,"$1,412.40",$805.20,43,Excellent Profits
2018,Supermarkets,Vegetables,Mindi,|79/01/84|,1344,0.9,1.19,"$1,599.36","$1,209.60",24,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/85|,1524,0.65,1.08,"$1,645.92",$990.60,40,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/86|,1440,0.72,0.91,"$1,310.40","$1,036.80",21,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/87|,1296,0.72,1.08,"$1,399.68",$933.12,33,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/88|,1440,0.74,0.91,"$1,310.40","$1,065.60",19,Acceptable Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/89|,1296,0.63,1.18,"$1,529.28",$816.48,47,Excellent Profits
2018,Supermarkets,Vegetables,Mindi,|79/01/90|,1644,0.74,1.02,"$1,676.88","$1,216.56",27,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/91|,1284,0.84,0.96,"$1,232.64","$1,078.56",13,Acceptable Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/92|,1440,0.85,0.97,"$1,396.80","$1,224.00",12,Acceptable Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/93|,1332,0.67,1.01,"$1,345.32",$892.44,34,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/94|,1248,0.7,1.18,"$1,472.64",$873.60,41,Excellent Profits
2018,Supermarkets,Vegetables,Mindi,|79/01/95|,1548,0.72,1.11,"$1,718.28","$1,114.56",35,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/96|,1452,0.9,1.03,"$1,495.56","$1,306.80",13,Acceptable Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/97|,1464,0.9,1.07,"$1,566.48","$1,317.60",16,Acceptable Profit
2018,Supermarkets,Vegetables,Mindi,|79/01/98|,1668,0.67,1.02,"$1,701.36","$1,117.56",34,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/02/01|,1620,0.72,0.94,"$1,522.80","$1,166.40",23,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/02/02|,1548,0.9,1.13,"$1,749.24","$1,393.20",20,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/02/03|,1212,0.63,1.01,"$1,224.12",$763.56,38,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/02/04|,1476,0.72,1.13,"$1,667.88","$1,062.72",36,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/02/05|,1452,0.74,1.11,"$1,611.72","$1,074.48",33,Good Profit
2018,Supermarkets,Vegetables,Mindi,|79/02/06|,1308,0.62,1.04,"$1,360.32",$810.96,40,Excellent Profits
2018,Supermarkets,Vegetables,Mindi,|79/02/07|,1380,0.89,0.98,"$1,352.40","$1,228.20",9,Acceptable Profit
2018,Supermarkets,Vegetables,Star foods,|108/01/01|,1464,0.73,1.17,"$1,712.88","$1,068.72",38,Good Profit
2018,Supermarkets,Vegetables,Star foods,|108/01/02|,1284,0.61,1.16,"$1,489.44",$783.24,47,Excellent Profits
2018,Supermarkets,Vegetables,Star foods,|108/01/03|,1332,0.62,1.07,"$1,425.24",$825.84,42,Excellent Profits
2018,Supermarkets,Vegetables,Star foods,|108/01/04|,1596,0.83,0.95,"$1,516.20","$1,324.68",13,Acceptable Profit
2018,Supermarkets,Vegetables,Star foods,|108/01/05|,1236,0.66,1.04,"$1,285.44",$815.76,37,Good Profit
2018,Supermarkets,Vegetables,Star foods,|108/01/06|,1644,0.9,0.91,"$1,496.04","$1,479.60",1,Acceptable Profit
2018,Supermarkets,Vegetables,Star foods,|108/01/07|,1416,0.76,0.94,"$1,331.04","$1,076.16",19,Acceptable Profit
2018,Supermarkets,Vegetables,Star foods,|108/01/08|,1656,0.61,1.19,"$1,970.64","$1,010.16",49,Excellent Profits
2018,Supermarkets,Vegetables,Star foods,|108/01/09|,1524,0.79,1.1,"$1,676.40","$1,203.96",28,Good Profit
2018,Supermarkets,Vegetables,Star foods,|108/01/10|,1668,0.69,1.17,"$1,951.56","$1,150.92",41,Excellent Profits
2018,Supermarkets,Vegetables,Kronos,|87/00/01|,1224,0.74,1.02,"$1,248.48",$905.76,27,Good Profit
2018,Supermarkets,Vegetables,Kronos,|87/00/02|,1620,0.84,1.11,"$1,798.20","$1,360.80",24,Good Profit
2018,Supermarkets,Vegetables,Kronos,|87/00/03|,1560,0.67,1.12,"$1,747.20","$1,045.20",40,Excellent Profits
2018,Supermarkets,Vegetables,Kronos,|87/00/04|,1500,0.83,0.93,"$1,395.00","$1,245.00",11,Acceptable Profit
2018,Supermarkets,Vegetables,Kronos,|87/00/05|,1644,0.81,1.07,"$1,759.08","$1,331.64",24,Good Profit
2018,Supermarkets,Vegetables,Kronos,|87/00/06|,1392,0.69,1.19,"$1,656.48",$960.48,42,Excellent Profits
2018,Supermarkets,Vegetables,Kronos,|87/00/07|,1320,0.6,1.17,"$1,544.40",$792.00,49,Excellent Profits
2018,Supermarkets,Vegetables,Kronos,|87/00/08|,1668,0.71,0.96,"$1,601.28","$1,184.28",26,Good Profit
2018,Supermarkets,Vegetables,Kronos,|87/00/09|,1272,0.79,1.04,"$1,322.88","$1,004.88",24,Good Profit
2018,Supermarkets,Vegetables,Kronos,|87/00/10|,1572,0.65,0.99,"$1,556.28","$1,021.80",34,Good Profit
2018,Supermarkets,Vegetables,Kronos,|87/00/20|,1632,0.63,1.13,"$1,844.16","$1,028.16",44,Excellent Profits
2018,Supermarkets,Vegetables,Kronos,|87/00/21|,1344,0.76,1.18,"$1,585.92","$1,021.44",36,Good Profit
2018,Supermarkets,Vegetables,Kronos,|87/00/22|,1608,0.84,1.04,"$1,672.32","$1,350.72",19,Acceptable Profit
2018,Supermarkets,Vegetables,Kronos,|87/00/23|,1632,0.82,0.91,"$1,485.12","$1,338.24",10,Acceptable Profit
2018,Supermarkets,Vegetables,Kronos,|87/00/24|,1644,0.68,0.99,"$1,627.56","$1,117.92",31,Good Profit
2018,Supermarkets,Vegetables,Corosina,|115/01/01|,1416,0.65,0.96,"$1,359.36",$920.40,32,Good Profit
2018,Supermarkets,Vegetables,Corosina,|115/01/03|,1584,0.79,0.92,"$1,457.28","$1,251.36",14,Acceptable Profit
2018,Supermarkets,Vegetables,Corosina,|115/01/04|,1236,0.83,1.13,"$1,396.68","$1,025.88",27,Good Profit
2018,Supermarkets,Vegetables,Corosina,|115/01/05|,1440,0.78,0.98,"$1,411.20","$1,123.20",20,Good Profit
2018,Supermarkets,Vegetables,Corosina,|115/01/06|,1380,0.71,1.03,"$1,421.40",$979.80,31,Good Profit
2018,Supermarkets,Vegetables,Corosina,|115/01/07|,1476,0.71,1.06,"$1,564.56","$1,047.96",33,Good Profit
2018,Supermarkets,Vegetables,Corosina,|115/01/08|,1308,0.72,0.99,"$1,294.92",$941.76,27,Good Profit
2018,Supermarkets,Vegetables,Corosina,|115/01/09|,1392,0.63,1.18,"$1,642.56",$876.96,47,Excellent Profits
2018,Supermarkets,Vegetables,Corosina,|115/01/10|,1380,0.73,1.18,"$1,628.40","$1,007.40",38,Good Profit
2018,Supermarkets,Vegetables,Corosina,|115/01/11|,1464,0.71,1.13,"$1,654.32","$1,039.44",37,Good Profit
2018,Supermarkets,Vegetables,Corosina,|115/01/12|,1428,0.76,0.95,"$1,356.60","$1,085.28",20,Good Profit
2018,Supermarkets,Vegetables,Corosina,|115/01/13|,1668,0.72,0.94,"$1,567.92","$1,200.96",23,Good Profit
2018,Supermarkets,Vegetables,Corosina,|115/01/14|,1272,0.85,1.11,"$1,411.92","$1,081.20",23,Good Profit
2018,Supermarkets,Vegetables,Corosina,|115/01/15|,1512,0.76,0.99,"$1,496.88","$1,149.12",23,Good Profit
2018,Supermarkets,Vegetables,Surgital,|03/01/03|,1608,0.73,1.05,"$1,688.40","$1,173.84",30,Good Profit
2018,Supermarkets,Vegetables,Surgital,|03/01/04|,1224,0.68,1.01,"$1,236.24",$832.32,33,Good Profit
2018,Supermarkets,Vegetables,Surgital,|03/01/05|,1320,0.69,0.91,"$1,201.20",$910.80,24,Good Profit
2018,Supermarkets,Vegetables,Surgital,|03/01/06|,1284,0.88,1.11,"$1,425.24","$1,129.92",21,Good Profit
2018,Supermarkets,Vegetables,Surgital,|03/01/07|,1212,0.68,0.94,"$1,139.28",$824.16,28,Good Profit
2018,Supermarkets,Vegetables,Surgital,|03/01/08|,1464,0.72,1.17,"$1,712.88","$1,054.08",38,Good Profit
2018,Supermarkets,Vegetables,Surgital,|03/01/09|,1308,0.65,1.02,"$1,334.16",$850.20,36,Good Profit
2018,Supermarkets,Vegetables,Surgital,|03/01/10|,1332,0.78,1.16,"$1,545.12","$1,038.96",33,Good Profit
2018,Supermarkets,Vegetables,Surgital,|03/01/11|,1428,0.7,0.99,"$1,413.72",$999.60,29,Good Profit
2018,Supermarkets,Vegetables,Surgital,|03/01/12|,1224,0.76,0.91,"$1,113.84",$930.24,16,Acceptable Profit
2018,Supermarkets,Vegetables,Surgital,|03/01/13|,1464,0.9,1.04,"$1,522.56","$1,317.60",13,Acceptable Profit
2018,Supermarkets,Vegetables,Surgital,|03/01/14|,1620,0.73,1.07,"$1,733.40","$1,182.60",32,Good Profit
2018,Supermarkets,Vegetables,Surgital,|03/01/15|,1524,0.6,1.16,"$1,767.84",$914.40,48,Excellent Profits
2018,Supermarkets,Vegetables,Surgital,|03/01/16|,1212,0.77,0.95,"$1,151.40",$933.24,19,Acceptable Profit
2018,Supermarkets,Vegetables,Surgital,|03/01/17|,1236,0.84,1.2,"$1,483.20","$1,038.24",30,Good Profit
2018,Supermarkets,Vegetables,Surgital,|03/01/18|,1272,0.68,1.11,"$1,411.92",$864.96,39,Good Profit
2018,Supermarkets,Vegetables,Surgital,|03/01/19|,1536,0.89,0.99,"$1,520.64","$1,367.04",10,Acceptable Profit
2018,Supermarkets,Vegetables,Surgital,|03/01/20|,1644,0.9,0.97,"$1,594.68","$1,479.60",7,Acceptable Profit
2018,Supermarkets,Vegetables,Surgital,|03/01/21|,1248,0.7,1.15,"$1,435.20",$873.60,39,Good Profit
2018,Supermarkets,Vegetables,Surgital,|03/01/22|,1452,0.71,1.18,"$1,713.36","$1,030.92",40,Good Profit
2018,Supermarkets,Vegetables,Surgital,|03/01/23|,1356,0.64,1.06,"$1,437.36",$867.84,40,Good Profit
2018,Supermarkets,Vegetables,Surgital,|03/01/24|,1368,0.67,1.14,"$1,559.52",$916.56,41,Excellent Profits
2018,Supermarkets,Vegetables,Surgital,|03/01/25|,1368,0.81,1.07,"$1,463.76","$1,108.08",24,Good Profit
2018,Supermarkets,Vegetables,Surgital,|03/01/26|,1296,0.8,0.97,"$1,257.12","$1,036.80",18,Acceptable Profit
2018,Supermarkets,Vegetables,Surgital,|03/01/27|,1212,0.71,0.96,"$1,163.52",$860.52,26,Good Profit
2018,Supermarkets,Vegetables,Surgital,|03/01/28|,1488,0.75,0.93,"$1,383.84","$1,116.00",19,Acceptable Profit
2018,Supermarkets,Vegetables,Surgital,|03/01/29|,1248,0.75,1.13,"$1,410.24",$936.00,34,Good Profit
2018,Supermarkets,Vegetables,Surgital,|03/01/30|,1392,0.74,1.02,"$1,419.84","$1,030.08",27,Good Profit
2018,Supermarkets,Vegetables,Surgital,|03/01/31|,1296,0.6,0.93,"$1,205.28",$777.60,35,Good Profit
2018,Supermarkets,Vegetables,Surgital,|03/01/32|,1584,0.8,1.13,"$1,789.92","$1,267.20",29,Good Profit
2018,Supermarkets,Vegetables,Surgital,|03/01/33|,1512,0.8,1,"$1,512.00","$1,209.60",20,Good Profit
2018,Supermarkets,Vegetables,Surgital,|03/01/34|,1200,0.78,1.14,"$1,368.00",$936.00,32,Good Profit
2018,Supermarkets,Vegetables,Surgital,|03/01/35|,1224,0.7,1.06,"$1,297.44",$856.80,34,Good Profit
2018,Supermarkets,Vegetables,Surgital,|03/01/36|,1524,0.89,1.15,"$1,752.60","$1,356.36",23,Good Profit
2018,Supermarkets,Vegetables,Surgital,|03/01/37|,1212,0.67,1.14,"$1,381.68",$812.04,41,Excellent Profits
2018,Supermarkets,Vegetables,Surgital,|03/01/38|,1536,0.68,0.92,"$1,413.12","$1,044.48",26,Good Profit
2018,Supermarkets,Vegetables,Surgital,|03/01/39|,1344,0.69,1.18,"$1,585.92",$927.36,42,Excellent Profits
